종목,심볼번호,고유번호,업종,업종코드,WICS,WICS코드,연도,자산,부채,자본,매출액,액면가
KG ETS,366137,151860,환경,107,철강,G151050,2020,2.55837E+12,1.50824E+12,1.05014E+12,1.53867E+11,6640
다우데이타,238782,32190,도매,84,증권,G402010,2015,7.45502E+12,5.91383E+12,1.5412E+12,1.30768E+12,15650
다우데이타,238782,32190,도매,84,증권,G402010,2016,1.01748E+13,8.45881E+12,1.71603E+12,1.37837E+12,11200
다우데이타,238782,32190,도매,84,증권,G402010,2017,1.35618E+13,1.14865E+13,2.07536E+12,1.61439E+12,10350
다우데이타,238782,32190,도매,84,증권,G402010,2018,1.97707E+13,1.71936E+13,2.57712E+12,2.5253E+12,9500
다우데이타,238782,32190,도매,84,증권,G402010,2019,2.52148E+13,2.24379E+13,2.77695E+12,3.26198E+12,8340
다우데이타,238782,32190,도매,84,증권,G402010,2020,3.89976E+13,3.56794E+13,3.31817E+12,5.09391E+12,12750
디오,115931,39840,의료·정밀기기,74,건강관리장비와 용품,G351010,2015,1.22341E+11,44785142888,77555996894,71939172999,30900
디오,115931,39840,의료·정밀기기,74,건강관리장비와 용품,G351010,2016,1.50349E+11,40149204884,1.102E+11,88019747928,39600
디오,115931,39840,의료·정밀기기,74,건강관리장비와 용품,G351010,2017,1.75686E+11,54726121578,1.2096E+11,94538598106,35100
디오,115931,39840,의료·정밀기기,74,건강관리장비와 용품,G351010,2018,2.25307E+11,1.06022E+11,1.19285E+11,91043123979,29000
디오,115931,39840,의료·정밀기기,74,건강관리장비와 용품,G351010,2019,2.73185E+11,1.29533E+11,1.43652E+11,1.27165E+11,41450
디오,115931,39840,의료·정밀기기,74,건강관리장비와 용품,G351010,2020,3.21404E+11,1.59538E+11,1.61866E+11,1.20056E+11,31900
서울바이오시스,488402,92190,IT부품,160,디스플레이장비 및 부품,G454020,2019,5.79081E+11,3.91587E+11,1.87494E+11,3.5064E+11,0
서울바이오시스,488402,92190,IT부품,160,디스플레이장비 및 부품,G454020,2020,5.82883E+11,3.63545E+11,2.19337E+11,4.31282E+11,19350
휴온스,1159853,243070,제약,66,제약,G352020,2016,1.79343E+11,83603484806,95739554702,1.68966E+11,36440
휴온스,1159853,243070,제약,66,제약,G352020,2017,2.11253E+11,84005627994,1.27248E+11,2.84838E+11,56535
휴온스,1159853,243070,제약,66,제약,G352020,2018,2.51371E+11,83688247805,1.67682E+11,3.28595E+11,59675
휴온스,1159853,243070,제약,66,제약,G352020,2019,3.00342E+11,1.0212E+11,1.98221E+11,3.65019E+11,52151
휴온스,1159853,243070,제약,66,제약,G352020,2020,4.16501E+11,1.72997E+11,2.43504E+11,4.06678E+11,61900
바이넥스,216027,53030,제약,66,제약,G352020,2016,1.771E+11,35325148784,1.41775E+11,82108423062,16800
바이넥스,216027,53030,제약,66,제약,G352020,2017,1.67774E+11,34683705485,1.3309E+11,78026379736,10900
바이넥스,216027,53030,제약,66,제약,G352020,2018,1.90423E+11,38154386951,1.52268E+11,1.04043E+11,9240
바이넥스,216027,53030,제약,66,제약,G352020,2019,2.02782E+11,41402634862,1.61379E+11,1.25259E+11,7900
바이넥스,216027,53030,제약,66,제약,G352020,2020,2.70092E+11,96055930773,1.74036E+11,1.32976E+11,26100
알체라,1405451,347860,소프트웨어,155,소프트웨어,G451030,2020,30508858372,2830083138,27678775234,4569851705,44550
바텍,264255,43150,의료·정밀기기,74,건강관리장비와 용품,G351010,2015,2.70205E+11,1.36203E+11,1.34002E+11,2.17359E+11,40000
바텍,264255,43150,의료·정밀기기,74,건강관리장비와 용품,G351010,2016,3.90173E+11,1.3313E+11,2.57043E+11,2.38338E+11,36250
바텍,264255,43150,의료·정밀기기,74,건강관리장비와 용품,G351010,2017,3.21482E+11,1.22871E+11,1.98611E+11,2.18809E+11,33850
바텍,264255,43150,의료·정밀기기,74,건강관리장비와 용품,G351010,2018,3.49615E+11,1.25922E+11,2.23694E+11,2.34393E+11,21850
바텍,264255,43150,의료·정밀기기,74,건강관리장비와 용품,G351010,2019,3.86987E+11,1.33227E+11,2.53761E+11,2.71703E+11,28900
바텍,264255,43150,의료·정밀기기,74,건강관리장비와 용품,G351010,2020,3.53871E+11,1.25002E+11,2.28868E+11,2.44312E+11,22450
국일제지,104573,78130,종이·목재,62,종이와 목재,G151060,2019,1.25509E+11,81512674093,43996046325,83852676179,6040
국일제지,104573,78130,종이·목재,62,종이와 목재,G151060,2020,1.2732E+11,58103461889,69216233912,1.00061E+11,5140
에프에스티,223434,36810,반도체,159,반도체와 반도체 장비,G453010,2015,1.09374E+11,55189281508,54184486196,84636616665,4380
에프에스티,223434,36810,반도체,159,반도체와 반도체 장비,G453010,2016,1.28227E+11,68806051772,59421036278,1.12326E+11,4265
에프에스티,223434,36810,반도체,159,반도체와 반도체 장비,G453010,2017,1.34205E+11,54622423593,79582518922,1.91695E+11,5450
에프에스티,223434,36810,반도체,159,반도체와 반도체 장비,G453010,2018,1.41868E+11,46331274233,95536412055,1.65054E+11,3795
에프에스티,223434,36810,반도체,159,반도체와 반도체 장비,G453010,2019,1.81134E+11,67980117390,1.13154E+11,1.2573E+11,7830
에프에스티,223434,36810,반도체,159,반도체와 반도체 장비,G453010,2020,2.24226E+11,90350678850,1.33876E+11,1.66158E+11,26800
디앤씨미디어,1186404,263720,디지털컨텐츠,154,출판,G502030,2018,43639727144,7118077605,36521649539,32910221877,14200
디앤씨미디어,1186404,263720,디지털컨텐츠,154,출판,G502030,2019,53449595113,11928154790,41521440323,42139941288,19150
디앤씨미디어,1186404,263720,디지털컨텐츠,154,출판,G502030,2020,63725229592,11696158408,52029071184,57733988624,38700
인선이엔티,375931,60150,환경,107,상업서비스와 공급품,G202010,2015,2.91544E+11,1.46564E+11,1.4498E+11,97222704681,6150
인선이엔티,375931,60150,환경,107,상업서비스와 공급품,G202010,2016,3.01047E+11,1.55366E+11,1.45681E+11,1.35519E+11,6490
인선이엔티,375931,60150,환경,107,상업서비스와 공급품,G202010,2017,2.98345E+11,1.28597E+11,1.69749E+11,1.6028E+11,7180
인선이엔티,375931,60150,환경,107,상업서비스와 공급품,G202010,2018,3.15622E+11,1.28682E+11,1.8694E+11,1.75955E+11,6380
인선이엔티,375931,60150,환경,107,상업서비스와 공급품,G202010,2019,3.47153E+11,1.40807E+11,2.06345E+11,1.83949E+11,8330
인선이엔티,375931,60150,환경,107,상업서비스와 공급품,G202010,2020,4.86281E+11,1.73697E+11,3.12585E+11,2.08567E+11,11500
휴온스글로벌,228059,84110,제약,66,제약,G352020,2015,3.14131E+11,74802684293,2.39329E+11,2.45021E+11,60395
휴온스글로벌,228059,84110,제약,66,제약,G352020,2016,5.57061E+11,1.03163E+11,4.53898E+11,1.63712E+11,28167
휴온스글로벌,228059,84110,제약,66,제약,G352020,2017,6.0289E+11,1.11128E+11,4.91763E+11,3.25351E+11,48262
휴온스글로벌,228059,84110,제약,66,제약,G352020,2018,6.72877E+11,1.34244E+11,5.38633E+11,3.78687E+11,40390
휴온스글로벌,228059,84110,제약,66,제약,G352020,2019,7.42153E+11,1.60354E+11,5.81799E+11,4.49423E+11,34501
휴온스글로벌,228059,84110,제약,66,제약,G352020,2020,9.49023E+11,2.93624E+11,6.55399E+11,5.23048E+11,29250
파인테크닉스,755739,106240,IT부품,160,핸드셋,G452015,2015,3.26171E+11,2.00349E+11,1.25822E+11,3.7473E+11,3190
파인테크닉스,755739,106240,IT부품,160,핸드셋,G452015,2016,2.51203E+11,1.20486E+11,1.30717E+11,2.16325E+11,3445
파인테크닉스,755739,106240,IT부품,160,핸드셋,G452015,2017,2.01276E+11,1.16434E+11,84841877443,1.74995E+11,2470
파인테크닉스,755739,106240,IT부품,160,핸드셋,G452015,2018,1.56427E+11,85847308468,70579532055,1.29688E+11,1390
파인테크닉스,755739,106240,IT부품,160,핸드셋,G452015,2019,1.41854E+11,58896752766,82956784522,1.34292E+11,4220
파인테크닉스,755739,106240,IT부품,160,핸드셋,G452015,2020,1.38946E+11,59683002151,79263202670,1.69823E+11,4440
에디슨EV,763358,136510,기계·장비,70,디스플레이장비 및 부품,G454020,2015,25314429740,1356308555,23958121185,9164934800,1457
에디슨EV,763358,136510,기계·장비,70,디스플레이장비 및 부품,G454020,2016,35536543582,6320311155,29216232427,12497160311,2650
에디슨EV,763358,136510,기계·장비,70,디스플레이장비 및 부품,G454020,2017,41702389430,9234829098,32467560332,25027290448,3601
에디슨EV,763358,136510,기계·장비,70,디스플레이장비 및 부품,G454020,2018,42447694642,10199889172,32247805470,21931828737,1825
에디슨EV,763358,136510,기계·장비,70,디스플레이장비 및 부품,G454020,2019,37911975084,11699377949,26212597135,17083259892,1838
에디슨EV,763358,136510,기계·장비,70,디스플레이장비 및 부품,G454020,2020,29492284615,12394293928,17097990687,13640677561,1840
알서포트,838962,131370,디지털컨텐츠,154,소프트웨어,G451030,2015,55648993478,4197352374,51451641104,18531431427,2365
알서포트,838962,131370,디지털컨텐츠,154,소프트웨어,G451030,2016,55925173189,5129072740,50796100449,21430529318,2050
알서포트,838962,131370,디지털컨텐츠,154,소프트웨어,G451030,2017,54354108480,5376662847,48977445633,23077015654,2830
알서포트,838962,131370,디지털컨텐츠,154,소프트웨어,G451030,2018,58874569879,5206387864,53668182015,24704711957,2120
알서포트,838962,131370,디지털컨텐츠,154,소프트웨어,G451030,2019,78555022260,16560448650,61994573610,28486918376,2675
알서포트,838962,131370,디지털컨텐츠,154,소프트웨어,G451030,2020,75495212030,15257971872,60237240158,46356652396,13250
맘스터치,1089855,220630,도매,84,"호텔, 레스토랑, 레저",G253010,2016,74872398316,31723634254,43148764062,2.01929E+11,1950
맘스터치,1089855,220630,도매,84,"호텔, 레스토랑, 레저",G253010,2017,1.04782E+11,47847331647,56935032669,2.39568E+11,2245
맘스터치,1089855,220630,도매,84,"호텔, 레스토랑, 레저",G253010,2018,1.27373E+11,54871720675,72501216486,2.84497E+11,2115
맘스터치,1089855,220630,도매,84,"호텔, 레스토랑, 레저",G253010,2019,1.39939E+11,58923632849,81015594096,2.88853E+11,2800
맘스터치,1089855,220630,도매,84,"호텔, 레스토랑, 레저",G253010,2020,1.16775E+11,38641809575,78132849056,2.86043E+11,3780
삼표시멘트,239639,38500,비금속,67,건축자재,G201025,2015,1.1077E+12,5.58498E+11,5.49198E+11,5.63812E+11,4200
삼표시멘트,239639,38500,비금속,67,건축자재,G201025,2016,1.26335E+12,6.66637E+11,5.96714E+11,6.1591E+11,3160
삼표시멘트,239639,38500,비금속,67,건축자재,G201025,2017,1.2653E+12,6.32988E+11,6.32316E+11,6.71307E+11,3130
삼표시멘트,239639,38500,비금속,67,건축자재,G201025,2018,1.30685E+12,6.85802E+11,6.21045E+11,5.76027E+11,4345
삼표시멘트,239639,38500,비금속,67,건축자재,G201025,2019,1.34697E+12,7.11766E+11,6.35203E+11,5.95486E+11,3750
삼표시멘트,239639,38500,비금속,67,건축자재,G201025,2020,1.3493E+12,7.06381E+11,6.42918E+11,5.43152E+11,3995
CMG제약,380429,58820,제약,66,제약,G352020,2015,56532820709,9725932819,46806887890,27041894373,1932
CMG제약,380429,58820,제약,66,제약,G352020,2016,1.1098E+11,9872231498,1.01108E+11,32969825023,3089
CMG제약,380429,58820,제약,66,제약,G352020,2017,1.12759E+11,11624133943,1.01134E+11,41535587785,6169
CMG제약,380429,58820,제약,66,제약,G352020,2018,1.1438E+11,10398033473,1.03982E+11,49864782072,4081
CMG제약,380429,58820,제약,66,제약,G352020,2019,1.92243E+11,12084883053,1.80158E+11,58622680863,4330
KG이니시스,264547,35600,소프트웨어,155,IT서비스,G451020,2015,6.11194E+11,3.86146E+11,2.25047E+11,6.96866E+11,16450
KG이니시스,264547,35600,소프트웨어,155,IT서비스,G451020,2016,7.35955E+11,4.78506E+11,2.57449E+11,7.01048E+11,12150
KG이니시스,264547,35600,소프트웨어,155,IT서비스,G451020,2017,9.26245E+11,6.1654E+11,3.09705E+11,7.58453E+11,18800
KG이니시스,264547,35600,소프트웨어,155,IT서비스,G451020,2018,9.32317E+11,5.93991E+11,3.38325E+11,9.24624E+11,15550
KG이니시스,264547,35600,소프트웨어,155,IT서비스,G451020,2019,1.27801E+12,8.97284E+11,3.80726E+11,9.56103E+11,16900
KG이니시스,264547,35600,소프트웨어,155,IT서비스,G451020,2020,1.4005E+12,9.48345E+11,4.52158E+11,8.10155E+11,20300
사람인에이치알,857480,143240,인터넷,153,상업서비스와 공급품,G202010,2016,82955432620,9206275769,73749156851,73701173397,17550
사람인에이치알,857480,143240,인터넷,153,상업서비스와 공급품,G202010,2017,97757060182,22049706854,75707353328,81347113014,21300
엔지켐생명과학,606886,183490,제약,66,제약,G352020,2018,67045474396,8228884533,58816589863,31034039114,93350
엔지켐생명과학,606886,183490,제약,66,제약,G352020,2019,84991166472,10950625229,74040541243,31468723444,67286
엔지켐생명과학,606886,183490,제약,66,제약,G352020,2020,1.23802E+11,51319665897,72482539901,25818432585,97324
디와이피엔에프,602136,104460,기계·장비,70,기계,G201060,2015,94319567621,36959526455,57360041166,80220194421,6880
디와이피엔에프,602136,104460,기계·장비,70,기계,G201060,2016,1.01081E+11,44478478787,56602700578,92322690801,4995
디와이피엔에프,602136,104460,기계·장비,70,기계,G201060,2017,93786394887,41051454306,52734940581,95411937530,3610
디와이피엔에프,602136,104460,기계·장비,70,기계,G201060,2018,1.33139E+11,85484038095,47655002760,1.12079E+11,4985
디와이피엔에프,602136,104460,기계·장비,70,기계,G201060,2019,1.58276E+11,90991254853,67284293945,1.6559E+11,12000
디와이피엔에프,602136,104460,기계·장비,70,기계,G201060,2020,1.53284E+11,63347513736,89936808322,2.12275E+11,19600
에이스침대,140052,3800,기타 제조,77,가구,G201035,2015,3.82262E+11,32372524998,3.49889E+11,1.92733E+11,31880
에이스침대,140052,3800,기타 제조,77,가구,G201035,2016,4.04682E+11,33696319912,3.70985E+11,2.03651E+11,31720
에이스침대,140052,3800,기타 제조,77,가구,G201035,2017,4.25894E+11,33207880758,3.92686E+11,2.06083E+11,39800
에이스침대,140052,3800,기타 제조,77,가구,G201035,2020,5.75946E+11,69009748257,5.06936E+11,2.89499E+11,38500
월덱스,580065,101160,반도체,159,반도체와 반도체 장비,G453010,2015,1.14693E+11,74448980273,40243641583,67628330811,2065
월덱스,580065,101160,반도체,159,반도체와 반도체 장비,G453010,2016,1.14842E+11,68483946794,46357715638,69470428499,2820
월덱스,580065,101160,반도체,159,반도체와 반도체 장비,G453010,2017,1.09817E+11,56610958507,53206275767,88763718986,6360
월덱스,580065,101160,반도체,159,반도체와 반도체 장비,G453010,2018,1.31781E+11,60775599506,71005111241,1.05543E+11,4920
월덱스,580065,101160,반도체,159,반도체와 반도체 장비,G453010,2019,1.49727E+11,60208467228,89519002369,1.17443E+11,8280
월덱스,580065,101160,반도체,159,반도체와 반도체 장비,G453010,2020,1.70256E+11,61493331630,1.08763E+11,1.55682E+11,18350
넥스틴,1080252,348210,반도체,159,반도체와 반도체 장비,G453010,2020,54259282642,8371606856,45887675786,49445117659,61703
미코,366942,59090,반도체,159,반도체와 반도체 장비,G453010,2015,1.59737E+11,94729206771,65007404624,1.21533E+11,2570
미코,366942,59090,반도체,159,반도체와 반도체 장비,G453010,2016,1.66969E+11,88114597932,78853977579,1.40957E+11,3130
미코,366942,59090,반도체,159,반도체와 반도체 장비,G453010,2017,2.02082E+11,85231920230,1.1685E+11,1.83916E+11,3975
미코,366942,59090,반도체,159,반도체와 반도체 장비,G453010,2018,3.32054E+11,1.83673E+11,1.48381E+11,2.27422E+11,4800
미코,366942,59090,반도체,159,반도체와 반도체 장비,G453010,2019,4.04978E+11,2.36191E+11,1.68787E+11,2.3617E+11,5790
미코,366942,59090,반도체,159,반도체와 반도체 장비,G453010,2020,5.19003E+11,2.8448E+11,2.34523E+11,2.80899E+11,15400
신흥에스이씨,807379,243840,IT부품,160,전기제품,G453520,2017,1.50909E+11,81153353402,69755418513,1.33136E+11,23750
신흥에스이씨,807379,243840,IT부품,160,전기제품,G453520,2018,2.7261E+11,1.8867E+11,83940191499,2.15389E+11,36500
신흥에스이씨,807379,243840,IT부품,160,전기제품,G453520,2019,3.35398E+11,2.33868E+11,1.0153E+11,2.39493E+11,38550
신흥에스이씨,807379,243840,IT부품,160,전기제품,G453520,2020,3.575E+11,2.27773E+11,1.29727E+11,2.80068E+11,49800
ISC,572905,95340,반도체,159,반도체와 반도체 장비,G453010,2015,1.95259E+11,38317090630,1.56942E+11,99039486194,26332
ISC,572905,95340,반도체,159,반도체와 반도체 장비,G453010,2016,1.96507E+11,33716148544,1.6279E+11,93636334404,16418
ISC,572905,95340,반도체,159,반도체와 반도체 장비,G453010,2017,2.11233E+11,39467049540,1.71766E+11,1.14083E+11,19186
ISC,572905,95340,반도체,159,반도체와 반도체 장비,G453010,2018,2.1678E+11,38716618892,1.78063E+11,1.1586E+11,8780
ISC,572905,95340,반도체,159,반도체와 반도체 장비,G453010,2019,2.08455E+11,30037440837,1.78418E+11,87678824284,9750
ISC,572905,95340,반도체,159,반도체와 반도체 장비,G453010,2020,2.39466E+11,66743884001,1.72722E+11,1.21769E+11,27050
와이아이케이,1109539,232140,반도체,159,반도체와 반도체 장비,G453010,2017,1.33016E+11,52040591503,80974973847,1.50492E+11,7350
와이아이케이,1109539,232140,반도체,159,반도체와 반도체 장비,G453010,2018,1.92091E+11,72548524939,1.19542E+11,2.4316E+11,2685
와이아이케이,1109539,232140,반도체,159,반도체와 반도체 장비,G453010,2019,1.96763E+11,89972725620,1.06791E+11,49982617126,3400
와이아이케이,1109539,232140,반도체,159,반도체와 반도체 장비,G453010,2020,2.80796E+11,66221919449,2.14574E+11,1.71938E+11,6400
랩지노믹스,545114,84650,연구·개발,98,생명과학 도구 및 서비스,G352030,2020,1.09364E+11,27723228405,81640387417,1.19478E+11,19000
지놈앤컴퍼니,1276026,314130,제약,66,제약,G352020,2020,1.20883E+11,5800036668,1.15083E+11,150581305,81400
크리스탈지노믹스,407814,83790,연구·개발,98,생명과학 도구 및 서비스,G352030,2015,1.27285E+11,53645552945,73638996739,9765711626,7167
크리스탈지노믹스,407814,83790,연구·개발,98,생명과학 도구 및 서비스,G352030,2016,1.28666E+11,45401565109,83264874365,14524948953,8556
크리스탈지노믹스,407814,83790,연구·개발,98,생명과학 도구 및 서비스,G352030,2017,1.19465E+11,27878221036,91586916549,12175117573,12064
크리스탈지노믹스,407814,83790,연구·개발,98,생명과학 도구 및 서비스,G352030,2018,2.5692E+11,72452650463,1.84467E+11,13887490840,11770
크리스탈지노믹스,407814,83790,연구·개발,98,생명과학 도구 및 서비스,G352030,2019,3.79189E+11,1.53973E+11,2.25217E+11,14006559473,9836
크리스탈지노믹스,407814,83790,연구·개발,98,생명과학 도구 및 서비스,G352030,2020,3.1696E+11,96545017578,2.20415E+11,30223479985,12137
상상인,306162,38540,컴퓨터서비스,156,은행,G401010,2015,7.86123E+11,6.31153E+11,1.5497E+11,1.9115E+11,2717
상상인,306162,38540,컴퓨터서비스,156,은행,G401010,2016,1.43589E+12,1.23787E+12,1.98014E+11,3.34877E+11,5501
상상인,306162,38540,컴퓨터서비스,156,은행,G401010,2017,2.04369E+12,1.74945E+12,2.94248E+11,3.97628E+11,10388
상상인,306162,38540,컴퓨터서비스,156,은행,G401010,2018,2.84282E+12,2.41114E+12,4.31677E+11,4.84382E+11,15001
상상인,306162,38540,컴퓨터서비스,156,은행,G401010,2019,3.62716E+12,3.00849E+12,6.18663E+11,5.4135E+11,8680
상상인,306162,38540,컴퓨터서비스,156,은행,G401010,2020,3.60593E+12,2.91439E+12,6.91541E+11,4.54188E+11,6390
엠투엔,143226,33310,금속,68,포장재,G151030,2015,78549341150,33119268946,45430072204,51008316426,1995
엠투엔,143226,33310,금속,68,포장재,G151030,2016,85603670003,36148209824,49455460179,49727412850,1828
엠투엔,143226,33310,금속,68,포장재,G151030,2017,89143982923,35787576845,53356406078,51170397024,1429
엠투엔,143226,33310,금속,68,포장재,G151030,2018,96865231803,41764431904,55100799899,53252621825,1584
엠투엔,143226,33310,금속,68,포장재,G151030,2019,99125582615,38711564887,60414017728,46465722378,2549
엠투엔,143226,33310,금속,68,포장재,G151030,2020,1.20399E+11,55529288840,64869947925,35122831805,11287
에치에프알,1108442,230240,통신장비,157,통신장비,G452010,2018,1.28088E+11,48149713832,79937987407,1.34995E+11,11249
에치에프알,1108442,230240,통신장비,157,통신장비,G452010,2019,1.3653E+11,54837820962,81692556794,1.56663E+11,29437
에치에프알,1108442,230240,통신장비,157,통신장비,G452010,2020,1.42919E+11,68870550712,74048103351,92071120507,31550
코엔텍,197476,29960,환경,107,상업서비스와 공급품,G202010,2015,1.30555E+11,33331853217,97222874760,42298253903,2600
코엔텍,197476,29960,환경,107,상업서비스와 공급품,G202010,2016,1.53917E+11,43293380417,1.10624E+11,55095779281,2920
코엔텍,197476,29960,환경,107,상업서비스와 공급품,G202010,2017,1.72746E+11,47189829013,1.25556E+11,61255104519,5310
코엔텍,197476,29960,환경,107,상업서비스와 공급품,G202010,2018,1.96343E+11,47657071464,1.48686E+11,72239031218,7680
더네이쳐홀딩스,1214743,298540,섬유·의류,58,"섬유, 의류, 신발, 호화품",G252060,2020,2.58462E+11,93802319479,1.64659E+11,2.90884E+11,19800
에스에이엠티,128661,31330,도매,84,전자장비와 기기,G452030,2015,2.43388E+11,1.37945E+11,1.05443E+11,1.05934E+12,2061
에스에이엠티,128661,31330,도매,84,전자장비와 기기,G452030,2016,2.82323E+11,1.1254E+11,1.69783E+11,1.06348E+12,1780
에스에이엠티,128661,31330,도매,84,전자장비와 기기,G452030,2017,2.85612E+11,93130560185,1.92481E+11,1.21202E+12,1960
에스에이엠티,128661,31330,도매,84,전자장비와 기기,G452030,2018,3.21534E+11,1.07385E+11,2.14149E+11,1.17601E+12,1655
에스에이엠티,128661,31330,도매,84,전자장비와 기기,G452030,2019,2.85719E+11,47417913332,2.38301E+11,1.21383E+12,2205
에스에이엠티,128661,31330,도매,84,전자장비와 기기,G452030,2020,3.46217E+11,91656708697,2.5456E+11,1.24046E+12,2400
성우하이텍,132992,15750,운송장비·부품,75,자동차부품,G251010,2015,3.2291E+12,2.09793E+12,1.13117E+12,3.52145E+12,8630
성우하이텍,132992,15750,운송장비·부품,75,자동차부품,G251010,2016,3.44516E+12,2.29313E+12,1.15203E+12,3.83429E+12,7325
성우하이텍,132992,15750,운송장비·부품,75,자동차부품,G251010,2017,3.38521E+12,2.20161E+12,1.18359E+12,3.36636E+12,6144
성우하이텍,132992,15750,운송장비·부품,75,자동차부품,G251010,2018,3.31767E+12,2.03819E+12,1.27948E+12,3.45688E+12,3650
성우하이텍,132992,15750,운송장비·부품,75,자동차부품,G251010,2019,3.44628E+12,2.13007E+12,1.31621E+12,3.38945E+12,3710
성우하이텍,132992,15750,운송장비·부품,75,자동차부품,G251010,2020,3.34146E+12,2.09112E+12,1.25034E+12,2.97033E+12,5910
신성델타테크,136226,65350,일반전기전자,72,가정용 기기와 용품,G252040,2015,3.22133E+11,2.19686E+11,1.02447E+11,3.79284E+11,4145
신성델타테크,136226,65350,일반전기전자,72,가정용 기기와 용품,G252040,2016,3.38807E+11,2.38206E+11,1.00601E+11,3.94614E+11,3130
신성델타테크,136226,65350,일반전기전자,72,가정용 기기와 용품,G252040,2017,3.34476E+11,2.1638E+11,1.18096E+11,4.64771E+11,5650
신성델타테크,136226,65350,일반전기전자,72,가정용 기기와 용품,G252040,2018,3.30426E+11,2.09577E+11,1.20849E+11,4.37052E+11,3420
신성델타테크,136226,65350,일반전기전자,72,가정용 기기와 용품,G252040,2019,3.48684E+11,2.1488E+11,1.33805E+11,4.53654E+11,3500
신성델타테크,136226,65350,일반전기전자,72,가정용 기기와 용품,G252040,2020,4.11482E+11,2.49365E+11,1.62118E+11,4.93069E+11,11600
티케이케미칼,693554,104480,화학,65,화학,G151010,2019,6.80222E+11,4.0854E+11,2.71682E+11,6.20804E+11,2250
티케이케미칼,693554,104480,화학,65,화학,G151010,2020,6.78929E+11,4.11702E+11,2.67227E+11,4.29303E+11,2550
라파스,1058101,214260,화학,65,화장품,G252065,2019,62884817456,14954180146,47930637310,18168039552,18650
라파스,1058101,214260,화학,65,화장품,G252065,2020,59827446257,15188377512,44639068745,17861721568,25050
유니셈,260569,36200,반도체,159,반도체와 반도체 장비,G453010,2015,96001309522,31855565172,64145744350,1.09641E+11,6614
유니셈,260569,36200,반도체,159,반도체와 반도체 장비,G453010,2016,95652491729,27613799060,68038692669,1.15417E+11,6340
유니셈,260569,36200,반도체,159,반도체와 반도체 장비,G453010,2017,1.29996E+11,43196062965,86799442945,2.09284E+11,6290
유니셈,260569,36200,반도체,159,반도체와 반도체 장비,G453010,2018,1.41265E+11,37033245086,1.04232E+11,2.14304E+11,3270
유니셈,260569,36200,반도체,159,반도체와 반도체 장비,G453010,2019,1.67716E+11,43936455437,1.23779E+11,1.79032E+11,5490
유니셈,260569,36200,반도체,159,반도체와 반도체 장비,G453010,2020,1.97156E+11,49985983975,1.4717E+11,2.1513E+11,8690
인터파크,244561,35080,소매,85,인터넷과 카탈로그 소매,G255020,2015,2.1067E+12,1.20289E+12,9.03809E+11,3.53685E+12,11100
인터파크,244561,35080,소매,85,인터넷과 카탈로그 소매,G255020,2016,2.07354E+12,1.23321E+12,8.40331E+11,3.84576E+12,4990
인터파크,244561,35080,소매,85,인터넷과 카탈로그 소매,G255020,2017,1.80453E+12,1.06222E+12,7.42317E+11,3.54149E+12,3930
인터파크,244561,35080,소매,85,인터넷과 카탈로그 소매,G255020,2018,1.80966E+12,1.09518E+12,7.14481E+11,3.44091E+12,2370
인터파크,244561,35080,소매,85,인터넷과 카탈로그 소매,G255020,2019,1.78005E+12,1.11047E+12,6.69587E+11,3.41233E+12,2170
인터파크,244561,35080,소매,85,인터넷과 카탈로그 소매,G255020,2020,1.60286E+12,9.93086E+11,6.09774E+11,3.16921E+12,2165
엠케이전자,121686,33160,반도체,159,반도체와 반도체 장비,G453010,2015,1.00091E+12,4.77844E+11,5.23061E+11,4.53106E+11,7040
엠케이전자,121686,33160,반도체,159,반도체와 반도체 장비,G453010,2016,1.3017E+12,7.07851E+11,5.93852E+11,6.19601E+11,9390
엠케이전자,121686,33160,반도체,159,반도체와 반도체 장비,G453010,2017,1.58411E+12,8.39471E+11,7.44639E+11,6.86151E+11,11350
엠케이전자,121686,33160,반도체,159,반도체와 반도체 장비,G453010,2018,1.78281E+12,9.33975E+11,8.48837E+11,7.06474E+11,8410
엠케이전자,121686,33160,반도체,159,반도체와 반도체 장비,G453010,2019,1.83142E+12,9.57747E+11,8.73677E+11,7.31615E+11,7710
엠케이전자,121686,33160,반도체,159,반도체와 반도체 장비,G453010,2020,1.98288E+12,1.06503E+12,9.17844E+11,8.75759E+11,10950
원익머트리얼즈,623661,104830,반도체,159,화학,G151010,2015,2.34156E+11,31663544166,2.02493E+11,1.92469E+11,32850
원익머트리얼즈,623661,104830,반도체,159,화학,G151010,2016,2.62308E+11,41289034271,2.21019E+11,1.75041E+11,33850
원익머트리얼즈,623661,104830,반도체,159,화학,G151010,2017,2.79621E+11,37780696758,2.41841E+11,2.03032E+11,34500
원익머트리얼즈,623661,104830,반도체,159,화학,G151010,2018,3.15099E+11,34127954327,2.80971E+11,2.33465E+11,21750
원익머트리얼즈,623661,104830,반도체,159,화학,G151010,2019,3.58756E+11,51300386088,3.07456E+11,2.2084E+11,30600
원익머트리얼즈,623661,104830,반도체,159,화학,G151010,2020,4.00109E+11,61495880999,3.38613E+11,2.76756E+11,35150
이엔에프테크놀로지,530185,102710,화학,65,화학,G151010,2015,2.21554E+11,75860167174,1.45694E+11,3.1185E+11,18700
